Zip Code,2019 Median Contract Rent,Median Monthly Cost,Total Median Monthly Cost,Median Monthly Cost With Mortgage,Median Monthly Cost Without Mortgage,Total Housing Units,Housing Units Owned,Housing Units Rented
78749,1314.0,344700.0,1770.0,2043.0,868.0,15428,9837,5591
78750,1288.0,418900.0,1714.0,2375.0,1075.0,11858,7461,4397
78751,1244.0,483300.0,2270.0,2751.0,786.0,7911,2381,5530
78752,922.0,275500.0,1472.0,1792.0,576.0,8484,2179,6305
78753,932.0,199600.0,1283.0,1607.0,671.0,20552,7306,13246
78754,1116.0,223700.0,1612.0,1765.0,709.0,8816,4859,3957
78756,1167.0,537700.0,2056.0,2975.0,1138.0,4339,1883,2456
78757,1047.0,416300.0,1819.0,2312.0,796.0,10937,6012,4925
78758,1017.0,222400.0,1221.0,1545.0,577.0,20844,5823,15021
78759,1154.0,444100.0,1698.0,2573.0,917.0,20671,9572,11099
78942,661.0,125300.0,682.0,1288.0,497.0,2965,2098,867
78946,763.0,117600.0,553.0,1506.0,430.0,458,360,98
78947,616.0,192300.0,780.0,1545.0,453.0,1732,1550,182
78948,,259100.0,490.0,1677.0,465.0,268,248,20
78953,1315.0,161800.0,943.0,1264.0,393.0,377,304,73
